"Genus"	"DUODENUMCONTROL"	"DUODENUMGOS"	"JEJUNUMCONTROL"	"JEJUNUMGOS"	"ILEUMCONTROL"	"ILEUMGOS"	"COLONCONTROL"	"COLONGOS"	"CAECUMCONTROL"	"CAECUMGOS"	"RECTUMCONTROL"	"RECTUMGOS"
"1"	"Veillonella"	19.0041556289312	12.4446234393878	18.3105303419822	18.536934999776	27.3336659258923	18.9739888993834	3.3664028536395	2.71274810933588	19.0214160764933	5.58706884292689	2.46021775544389	2.91686922702965
"2"	"Lactobacillus"	8.23090733324126	13.2392577217386	10.629412723693	17.1571921336738	9.74465962175155	17.9297243948254	6.94459926429607	9.63270784399763	8.33885294067696	12.1553508508588	8.94053601340033	11.3813993493138
"3"	"Pasteurellaceae_unclassified"	10.0551154411118	6.61420737941076	9.52960208675587	8.14070689423465	23.967526871967	24.1634740897176	4.5279233084383	2.31267583821594	11.9512236544896	9.08372702997361	0.858458961474037	1.6958976852025
"4"	"Streptococcus"	14.263474407101	10.5347129712816	20.111360529715	16.2097388343861	12.2926209805433	6.5404493308854	1.61186043919295	0.676251193764035	7.40816222550568	2.04458910711182	0.992462311557789	1.70150704910063
"5"	"Leuconostoc"	3.57434307165007	29.5904458006754	1.73060282665128	19.0980154997088	1.4730826794866	7.08062273822284	0.332181473637276	0.480086725343933	0.805013501808733	2.09831092290919	0.253350083752094	4.95680789798437
"6"	"Lactococcus"	1.33331659363975	16.2752873385173	0.543007988362323	9.44541504278099	0.289355526327725	3.1879782232646	0.200646527700368	0.108406679916372	0.263242811772898	2.10463113653241	0.175879396984925	1.7127257768969
"7"	"Bacteroides"	1.79031022837127	0.116174602682859	1.68921884601397	0.0548761367199749	0.439929248491995	0.534867185261438	11.991974138892	3.66517822574401	4.9948200608006	5.84303749466732	11.392378559464	3.37683706667664
"8"	"Prevotella"	1.70619326813223	0.161095449053564	0.66590587025495	0.0470366886171214	0.544242369268447	1.23316601046387	3.68520789209676	5.42291510724518	4.29680202442214	8.14833541373698	3.90284757118928	7.10706405893572
"9"	"Phascolarctobacterium"	2.65658937113156	0.227702221258403	0.791311872186203	0.06607534829548	0.888929203138464	0.489233675407783	4.37632370973136	7.44392535425754	3.02134814286442	4.22348275371708	6.12437185929648	5.42051531356344
"10"	"Megasphaera"	2.15439856373429	0.291211004058366	1.58262374437241	0.323657214532097	1.09029887976779	0.337475724034002	2.63961654219151	6.63087525488475	1.26356549650991	2.14255241827174	6.76298157453936	9.30593470700423
"11"	"Others"	35.2311960929555	10.5052820719353	34.4164231700129	10.920351207275	21.9356886933648	19.5290197285337	60.3232638501839	60.9142296672947	38.6355530646558	46.5689140292942	58.1365159128978	50.4244418682921
