"Phylum"	"DUODENUMCONTROL"	"DUODENUMGOS"	"JEJUNUMCONTROL"	"JEJUNUMGOS"	"ILEUMCONTROL"	"ILEUMGOS"	"COLONCONTROL"	"COLONGOS"	"CAECUMCONTROL"	"CAECUMGOS"	"RECTUMCONTROL"	"RECTUMGOS"
"1"	"Firmicutes"	79.8214533833542	90.7172869147659	97.591858469913	95.6688821752266	97.1230348163707	88.0612660881719	69.4628665387777	75.1051363228276	67.7637702005246	64.9234150697163	72.1895074946467	63.574400283261
"2"	"Bacteroidetes"	5.14450465471724	2.43097238895558	0.130169812437134	1.45740181268882	0.0975961640464218	2.30427270786015	24.9910934502603	11.8036195246421	25.4826973517218	18.2443849165465	20.7931834403997	25.4470213330973
"3"	"Actinobacteria"	1.09073224954842	1.2875150060024	1.33424057748062	0.74441087613293	0.992934886385335	1.8150758061072	3.33379007947383	10.5065444407693	3.36238260428124	9.54598530118827	4.35403283369022	7.07931309197132
"4"	"Proteobacteria"	13.2555231346394	4.95198079231693	0.795810898763387	1.68700906344411	1.77582585449685	7.43307514607963	1.26061934776651	1.69635684921797	2.98163973263389	6.54028436018957	0.577712348322627	2.19527308134903
"5"	"Bacteria_unclassified"	0.100736417951924	0.0810324129651861	0.0177504289687001	0.0338368580060423	0.00636496722041882	0.0757090443189098	0.670731707317073	0.857628880593489	0.197986293256621	0.167593928154406	1.30487152034261	1.17066477825972
"6"	"Deferribacteres"	0.00347366958454912	0.00900360144057623	0	0	0	0.0310601207462194	0.126747053987394	0.0189009119690025	0.182756578390727	0.515145270966412	0.23197715917202	0.0752412144817208
"7"	"Fusobacteria"	0.309156593024871	0.486194477791116	0.127211407609017	0.391540785498489	0.00424331148027921	0.229068390503368	0.00205535763222801	0.00945045598450125	0.00507657162196463	0.0494539460127756	0.00669164882226981	0.0309816765512968
"8"	"Spirochaetes"	0	0.00300120048019208	0	0.00725075528700906	0	0.0446489235726904	0.131542888462592	0.00236261399612531	0.0169219054065488	0.013737207225771	0.430496074232691	0.411613702752943
"9"	"Synergistetes"	0	0	0	0	0	0	0.0191833379007947	0	0.00169219054065488	0	0.107066381156317	0.0044259537930424
"10"	"Deinococcus-Thermus"	0.201472835903849	0.0240096038415366	0	0.00483383685800604	0	0	0	0	0	0	0	0
"11"	"Others"	0.0729470612755315	0.00900360144057623	0.00295840482811668	0.00483383685800604	0	0.00582377263991614	0.00137023842148534	0	0.00507657162196463	0	0.00446109921484654	0.011064884482606
