"OTU"	"Size"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"CONTROL5"	"CONTROL6"	"CONTROL7"	"CONTROL8"	"CONTROL9"	"GOS5"	"GOS6"	"GOS7"	"GOS8"	"CONTROL"	"GOS"	"TOTAL"
"Otu081"	"Otu081"	104	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Pasteurellaceae_unclassified"	0.0152068126520681	0.0293384186592343	0	0.0172657895645568	0.810008100081001	0	0	0	0.00397867430572133	0.12916818198919	0.00111993369992496	0.0615268114913153
"Otu082"	"Otu082"	102	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	0.0456204379562044	0.464524962104543	0	0.00345315791291136	0	0	0	0	0	0.127914121969877	0	0.0603436035780207
"Otu083"	"Otu083"	95	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	0.0532238442822384	0.356950760354017	0.0988793671720501	0.0207189474774681	0.00900009000090001	0	0	0	0	0.116627581796065	0	0.0550191679681954
"Otu084"	"Otu084"	91	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0	0.44496601633172	0	0	0	0	0	0	0	0.11411946175744	0	0.0538359600549008
"Otu085"	"Otu085"	91	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_unclassified"	"Clostridiales_unclassified"	0.129257907542579	0.224927876387463	0.16479894528675	0.0310784212162022	0.00900009000090001	0.0148538750046418	0.0164898587368768	0.00525348043078539	0	0.10408698160294	0.00895946959939972	0.0538359600549008
"Otu086"	"Otu086"	90	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonadaceae_unclassified"	0.0912408759124088	0	1.26895187870798	0	0	0	0	0	0	0.111611341718815	0	0.0526527521416063
"Otu087"	"Otu087"	89	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"	0.0304136253041363	0.244486822160286	0	0.0621568424324044	0.0180001800018	0.00371346875116046	0.0604628153685483	0.00525348043078539	0.00795734861144267	0.0928004414291268	0.0167990054988745	0.0526527521416063
"Otu088"	"Otu088"	87	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	0.144464720194647	0	0.0659195781147001	0.120860526951898	0	0.100263656281332	0	0	0.00795734861144267	0.0727354811201264	0.032478077297824	0.0514695442283118
"Otu089"	"Otu089"	83	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	0.136861313868613	0.0195589457728228	0.642715886618326	0.0138126316516454	0	0.0222808125069628	0.0439729566316715	0.0157604412923562	0	0.0815139012553141	0.0190388728987244	0.0485115244450755
"Otu090"	"Otu090"	83	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Clostridium_XlVa"	0.0152068126520681	0.356950760354017	0.016479894528675	0.0207189474774681	0	0.00371346875116046	0	0	0	0.102832921583627	0.00111993369992496	0.0491031284017228
"Otu091"	"Otu091"	83	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Intestinimonas"	0.0684306569343066	0.176030511955406	0.247198417930125	0.0587036845194931	0.00900009000090001	0.00742693750232092	0.0164898587368768	0	0	0.0978166815063769	0.00559966849962482	0.0491031284017228
"Otu092"	"Otu092"	83	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Kingella"	0.00760340632603406	0.0440076279888514	0	0.165751579819745	0	0.0222808125069628	0.087945913263343	0	0.011936022917164	0.0727354811201264	0.0279983424981241	0.0491031284017228
"Otu093"	"Otu093"	81	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_Incertae_Sedis_XIII"	"Mogibacterium"	0.136861313868613	0.132022883966554	0.181278839815425	0.0241721053903795	0.0810008100081001	0.0148538750046418	0.0109932391579179	0.0157604412923562	0	0.0902923213905018	0.0100794032993247	0.0479199204884282
"Otu094"	"Otu094"	80	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.00760340632603406	0.0146692093296171	1.21951219512195	0.00345315791291136	0	0	0	0.00525348043078539	0	0.0990707415256894	0.00111993369992496	0.047328316531781
"Otu095"	"Otu095"	77	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Weissella"	0.121654501216545	0.132022883966554	0.016479894528675	0.0587036845194931	0.0360003600036	0.00371346875116046	0	0.0367743630154978	0.0159146972228853	0.0815139012553141	0.0134392043990996	0.0455535046618392
"Otu096"	"Otu096"	75	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae_1"	"Clostridium_sensu_stricto"	0.00760340632603406	0.0244486822160286	0	0	0	0.0779828437743696	0.203374924421481	0.0157604412923562	0.0318293944457707	0.00752436011587515	0.0772754252948226	0.0443702967485447
"Otu097"	"Otu097"	74	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelotrichaceae_unclassified"	0.0988442822384428	0.185809984841817	0.148319050758075	0.00345315791291136	0.0180001800018	0.0148538750046418	0.0164898587368768	0.0105069608615708	0.00795734861144267	0.079005781216689	0.0123192706991746	0.0437786927918974
"Otu098"	"Otu098"	72	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	0.106447688564477	0.156471566182583	0.0494396835860251	0.00345315791291136	0.0450004500045	0.0148538750046418	0.0494695762106305	0	0.0159146972228853	0.0689733010621888	0.0190388728987244	0.0425954848786029
"Otu099"	"Otu099"	71	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.0836374695863747	0.0391178915456457	0	0	0.0900009000090001	0.0222808125069628	0.0714560545264662	0.0682952456002101	0.0397867430572133	0.0363677405600632	0.0470372153968485	0.0420038809219556
"Otu100"	"Otu100"	69	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	0.0152068126520681	0.0195589457728228	0.889914304548451	0.0207189474774681	0	0	0.00549661957895894	0	0	0.0827679612746266	0.00111993369992496	0.0396374650953666
"Otu101"	"Otu101"	69	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0.167274939172749	0.03422815510244	0.510876730388926	0.0103594737387341	0	0.00371346875116046	0	0.0105069608615708	0.00397867430572133	0.079005781216689	0.00447973479969986	0.0396374650953666
"Otu102"	"Otu102"	65	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.0304136253041363	0.0488973644320571	0	0.00345315791291136	0.0180001800018	0.0965501875301719	0.0604628153685483	0.0472813238770686	0.00795734861144267	0.0213190203283129	0.0537568175963983	0.038454257182072
"Otu103"	"Otu103"	62	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_Incertae_Sedis_XIII"	"Mogibacterium"	0.106447688564477	0.06845631020488	0.1977587343441	0.0103594737387341	0.0180001800018	0.0111404062534814	0.0109932391579179	0.0472813238770686	0.011936022917164	0.0564327008690636	0.0190388728987244	0.0366794453121302
"Otu104"	"Otu104"	61	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Fusicatenibacter"	0.0304136253041363	0.13691262040976	0.181278839815425	0	0	0.0185673437558023	0.0109932391579179	0.0367743630154978	0.0159146972228853	0.0539245808304386	0.0201588065986494	0.036087841355483
"Otu105"	"Otu105"	59	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Coriobacteriales"	"Coriobacteriaceae"	"Coriobacteriaceae_unclassified"	0.0304136253041363	0.107574201750526	0.115359261700725	0.048344210780759	0.0360003600036	0.0111404062534814	0.00549661957895894	0.0157604412923562	0.00397867430572133	0.0639570609849387	0.00895946959939972	0.0349046334421885
"Otu106"	"Otu106"	56	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_unclassified"	"Clostridiales_unclassified"	0.0912408759124088	0.141802356852966	0.03295978905735	0	0.00900009000090001	0.0111404062534814	0.0109932391579179	0.0157604412923562	0.00397867430572133	0.0551786408497511	0.0100794032993247	0.0313550097023049
"Otu107"	"Otu107"	56	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Paraprevotella"	0.0608272506082725	0	0.774555042847726	0	0	0	0	0	0	0.0689733010621888	0	0.0325382176155994
"Otu108"	"Otu108"	55	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	0.00760340632603406	0.00977947288641142	0	0.0138126316516454	0.2250022500225	0.00742693750232092	0.0989391524212609	0.0105069608615708	0.00397867430572133	0.0401299206180008	0.0257584750982742	0.0325382176155994
"Otu109"	"Otu109"	54	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Leptotrichiaceae_unclassified"	0.114051094890511	0.13691262040976	0	0.0345315791291136	0	0.00371346875116046	0	0	0	0.0664651810235638	0.00111993369992496	0.0319466136589521
"Otu110"	"Otu110"	53	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Aerococcus"	0.129257907542579	0.156471566182583	0	0.00345315791291136	0.00900009000090001	0.00371346875116046	0	0	0.00397867430572133	0.0639570609849387	0.00223986739984993	0.0313550097023049
"Otu111"	"Otu111"	52	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"	0	0.244486822160286	0	0.00690631582582271	0	0	0	0	0	0.0652111210042513	0	0.0307634057456576
"Otu112"	"Otu112"	52	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0.0684306569343066	0	0.708635464733026	0	0	0	0	0	0	0.0652111210042513	0	0.0307634057456576
"Otu113"	"Otu113"	51	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"	0.20529197080292	0	0	0.0828757899098726	0	0	0	0	0	0.0639570609849387	0	0.0301718017890104
"Otu114"	"Otu114"	51	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"	0.0684306569343066	0.117353674636937	0.0494396835860251	0.0103594737387341	0	0.00742693750232092	0.0384763370527126	0.0105069608615708	0.00397867430572133	0.0489083407531885	0.0134392043990996	0.0301718017890104
"Otu115"	"Otu115"	48	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.0456204379562044	0.0293384186592343	0.247198417930125	0.0241721053903795	0	0.0259942812581232	0	0.0210139217231416	0.011936022917164	0.0426380406566258	0.0156790717989495	0.0283969899190686
"Otu116"	"Otu116"	47	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiales"	"Chlamydiaceae"	"Chlamydia"	0	0.200479194171434	0	0	0.00900009000090001	0.0185673437558023	0	0	0	0.052670520811126	0.00559966849962482	0.0278053859624213
"Otu117"	"Otu117"	46	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_Incertae_Sedis_XI"	"Parvimonas"	0.212895377128954	0	0	0.0241721053903795	0.0720007200072001	0.00742693750232092	0	0	0.00397867430572133	0.0539245808304386	0.00335980109977489	0.0272137820057741
"Otu118"	"Otu118"	46	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Peptostreptococcaceae_unclassified"	0.0608272506082725	0.132022883966554	0	0.0103594737387341	0.0540005400054001	0.00371346875116046	0.00549661957895894	0	0	0.0551786408497511	0.00223986739984993	0.0272137820057741
"Otu119"	"Otu119"	46	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.121654501216545	0.00488973644320571	0.2636783124588	0.0241721053903795	0.0360003600036	0.00742693750232092	0	0	0	0.0551786408497511	0.00223986739984993	0.0272137820057741
"Otu120"	"Otu120"	45	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	0.0608272506082725	0.107574201750526	0.0494396835860251	0.00690631582582271	0	0.0148538750046418	0.00549661957895894	0.0157604412923562	0.00795734861144267	0.0438921006759384	0.0111993369992496	0.0266221780491268
"Otu121"	"Otu121"	45	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseriaceae_unclassified"	0.0152068126520681	0	0	0.00345315791291136	0	0.144825281295258	0.0109932391579179	0	0.00397867430572133	0.00376218005793757	0.0470372153968485	0.0266221780491268
"Otu122"	"Otu122"	45	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillales_unclassified"	"Lactobacillales_unclassified"	0.0912408759124088	0	0.016479894528675	0.0897821057356953	0.00900009000090001	0.0185673437558023	0	0	0	0.050162400772501	0.00559966849962482	0.0266221780491268
"Otu123"	"Otu123"	45	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0.0152068126520681	0.03422815510244	0.0494396835860251	0.0552505266065817	0	0.0185673437558023	0.0274830978947947	0	0.023872045834328	0.0351136805407507	0.0179189391987994	0.0260305740924795
"Otu124"	"Otu124"	43	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"Deferribacteraceae"	"Mucispirillum"	0	0.1711407755122	0.0659195781147001	0.0138126316516454	0	0	0	0	0	0.0539245808304386	0	0.0254389701358323
"Otu125"	"Otu125"	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.0608272506082725	0.0391178915456457	0.411997363216875	0	0	0	0	0	0	0.0514164607918135	0	0.0242557622225377
"Otu126"	"Otu126"	41	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Clostridium_XlVb"	0.0228102189781022	0.13691262040976	0.1318391562294	0.00690631582582271	0	0	0	0	0	0.0514164607918135	0	0.0242557622225377
"Otu127"	"Otu127"	40	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_unclassified"	"Clostridiales_unclassified"	0.0304136253041363	0.117353674636937	0	0.00690631582582271	0	0.0185673437558023	0.0164898587368768	0.0105069608615708	0	0.0376218005793757	0.0111993369992496	0.0236641582658905
"Otu128"	"Otu128"	40	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacteriales"	"Enterobacteriaceae"	"Enterobacteriaceae_unclassified"	0	0.00977947288641142	0	0	0	0	0	0.0210139217231416	0.05968011458582	0.00250812003862505	0.0212787402985743	0.0124236830895925
"Otu129"	"Otu129"	39	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	0.0456204379562044	0	0.5273566249176	0	0	0	0	0	0	0.0476542807338759	0	0.022480950352596
"Otu130"	"Otu130"	39	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobiaceae_unclassified"	0.0152068126520681	0	0	0	0	0	0	0	0	0.00250812003862505	0	0.00118320791329452
"Otu131"	"Otu131"	39	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0.0836374695863747	0	0.4614370468029	0	0	0	0	0	0	0.0489083407531885	0	0.0230725543092432
"Otu132"	"Otu132"	37	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	0.0380170316301703	0.00488973644320571	0.379037574159525	0.0241721053903795	0	0	0	0	0.00397867430572133	0.0451461606952509	0.00111993369992496	0.0218893463959487
"Otu133"	"Otu133"	37	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	0.00760340632603406	0	0	0	0	0	0	0.00525348043078539	0	0.00125406001931252	0.00111993369992496	0.00118320791329452
"Otu134"	"Otu134"	36	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Clostridium_XlVb"	0.0836374695863747	0.0244486822160286	0.181278839815425	0.0103594737387341	0.0270002700027	0.00371346875116046	0	0	0.00397867430572133	0.0413839806373133	0.00223986739984993	0.0207061384826542
"Otu135"	"Otu135"	35	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.0456204379562044	0.0880152559777028	0.016479894528675	0	0	0	0.0219864783158358	0	0.023872045834328	0.0313515004828131	0.0111993369992496	0.0207061384826542
"Otu136"	"Otu136"	35	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Jeotgalicoccus"	0.00760340632603406	0.166251039068994	0	0	0	0	0	0	0	0.0438921006759384	0	0.0207061384826542
"Otu137"	"Otu137"	34	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_unclassified"	"Clostridiales_unclassified"	0.0228102189781022	0.122243411080143	0.016479894528675	0.00690631582582271	0.00900009000090001	0	0	0	0.00795734861144267	0.0401299206180008	0.00223986739984993	0.0201145345260069
"Otu138"	"Otu138"	34	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae_1"	"Clostridium_sensu_stricto"	0.0152068126520681	0.0831255195344971	0	0	0.0450004500045	0.0111404062534814	0.0219864783158358	0.00525348043078539	0.00795734861144267	0.0300974404635006	0.0111993369992496	0.0201145345260069
"Otu139"	"Otu139"	34	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ralstonia"	0.0304136253041363	0.00488973644320571	0	0.0207189474774681	0.0540005400054001	0.00742693750232092	0.0329797174737536	0.0210139217231416	0.00397867430572133	0.0213190203283129	0.0145591380990245	0.0177481186994179
"Otu140"	"Otu140"	33	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	0.0152068126520681	0.141802356852966	0	0.00345315791291136	0	0	0.00549661957895894	0	0	0.0401299206180008	0.00111993369992496	0.0195229305693597
"Otu141"	"Otu141"	32	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	0.0228102189781022	0.0977947288641142	0	0.00690631582582271	0	0.00371346875116046	0	0.0210139217231416	0.00795734861144267	0.0313515004828131	0.00783953589947475	0.0189313266127124
"Otu142"	"Otu142"	32	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	0.0380170316301703	0	0.03295978905735	0.0863289478227839	0	0	0	0	0	0.0401299206180008	0	0.0189313266127124
"Otu143"	"Otu143"	32	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	0.0228102189781022	0.112463938193731	0	0.00345315791291136	0	0	0.0109932391579179	0	0.011936022917164	0.0338596205214382	0.00559966849962482	0.0189313266127124
"Otu144"	"Otu144"	32	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	0.0608272506082725	0	0.3955174686882	0	0	0	0	0	0	0.0401299206180008	0	0.0189313266127124
"Otu145"	"Otu145"	30	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	0.0532238442822384	0.0537871008752628	0	0.0345315791291136	0.00900009000090001	0	0	0	0	0.0363677405600632	0	0.0171565147427706
"Otu146"	"Otu146"	29	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Eubacteriaceae"	"Eubacterium"	0.0152068126520681	0.0831255195344971	0	0.0138126316516454	0	0	0.0219864783158358	0.0105069608615708	0	0.0288433804441881	0.00671960219954979	0.0171565147427706
"Otu147"	"Otu147"	29	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae_unclassified"	0	0	0	0.0379847370420249	0.1350013500135	0.0111404062534814	0	0	0	0.0326055605021256	0.00335980109977489	0.0171565147427706
"Otu148"	"Otu148"	29	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	0.0912408759124088	0.00488973644320571	0.214238628872775	0.00690631582582271	0	0	0	0.00525348043078539	0	0.0351136805407507	0.00111993369992496	0.0171565147427706
"Otu149"	"Otu149"	29	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	0.00760340632603406	0	0	0.0172657895645568	0.0450004500045	0	0.0714560545264662	0.00525348043078539	0.0159146972228853	0.0137946602124378	0.0201588065986494	0.0171565147427706
"Otu150"	"Otu150"	28	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonadaceae_unclassified"	0.0988442822384428	0	0.16479894528675	0.0172657895645568	0	0	0	0	0	0.0351136805407507	0	0.0165649107861233
"Otu151"	"Otu151"	27	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Planococcaceae_unclassified"	0.0228102189781022	0.117353674636937	0	0	0	0	0	0	0	0.0338596205214382	0	0.0159733068294761
"Otu152"	"Otu152"	26	"Bacteria"	"Firmicutes"	"Firmicutes_unclassified"	"Firmicutes_unclassified"	"Firmicutes_unclassified"	"Firmicutes_unclassified"	0.0380170316301703	0.0831255195344971	0.03295978905735	0.00345315791291136	0	0.00371346875116046	0	0	0	0.0313515004828131	0.00111993369992496	0.0153817028728288
"Otu153"	"Otu153"	25	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"	0.0380170316301703	0.0733460466480857	0.0659195781147001	0	0	0	0	0	0.00397867430572133	0.0300974404635006	0.00111993369992496	0.0147900989161816
"Otu154"	"Otu154"	24	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Dietziaceae"	"Dietzia"	0.0152068126520681	0.0782357830912914	0	0.00690631582582271	0	0	0.0219864783158358	0	0	0.0250812003862505	0.00447973479969986	0.0141984949595343
"Otu155"	"Otu155"	24	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"	0.0304136253041363	0.03422815510244	0.181278839815425	0.00345315791291136	0.00900009000090001	0	0	0	0	0.0300974404635006	0	0.0141984949595343
"Otu156"	"Otu156"	24	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Lysinibacillus"	0	0.0488973644320571	0	0.00345315791291136	0.0990009900099001	0	0.0109932391579179	0	0	0.0275893204248755	0.00223986739984993	0.0141984949595343
"Otu157"	"Otu157"	24	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.00760340632603406	0.0977947288641142	0.03295978905735	0	0	0	0	0	0	0.0288433804441881	0	0.013606891002887
"Otu158"	"Otu158"	24	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	0.0228102189781022	0.0782357830912914	0.0659195781147001	0.00345315791291136	0	0	0	0	0	0.0300974404635006	0	0.0141984949595343
"Otu159"	"Otu159"	24	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.0228102189781022	0.0293384186592343	0.0494396835860251	0.0138126316516454	0	0.00742693750232092	0.0219864783158358	0.0105069608615708	0	0.0200649603090004	0.00895946959939972	0.0141984949595343
"Otu160"	"Otu160"	23	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Clostridium_IV"	0.174878345498783	0	0	0	0	0	0	0	0	0.0288433804441881	0	0.013606891002887
"Otu161"	"Otu161"	23	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	0	0	0	0	0	0	0.00549661957895894	0.0105069608615708	0.035808068751492	0	0.0134392043990996	0.00709924747976714
"Otu162"	"Otu162"	22	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"	0.0304136253041363	0.0244486822160286	0.148319050758075	0.0103594737387341	0	0	0	0.00525348043078539	0	0.026335260405563	0.00111993369992496	0.0130152870462398
"Otu163"	"Otu163"	22	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	0.00760340632603406	0.00977947288641142	0	0	0	0.040848156262765	0.0164898587368768	0.026267402153927	0	0.00376218005793757	0.0212787402985743	0.0130152870462398
"Otu164"	"Otu164"	22	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Chryseobacterium"	0.0608272506082725	0.0488973644320571	0	0.0138126316516454	0	0	0	0	0	0.0275893204248755	0	0.0130152870462398
"Otu165"	"Otu165"	21	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae_1"	"Clostridium_sensu_stricto"	0	0.00488973644320571	0	0	0.00900009000090001	0	0	0.0157604412923562	0.0636587888915413	0.00250812003862505	0.0212787402985743	0.0124236830895925
"Otu166"	"Otu166"	21	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"	0.0304136253041363	0	0	0.00345315791291136	0	0.0557020312674069	0	0	0.00397867430572133	0.00627030009656262	0.0179189391987994	0.0124236830895925
"Otu167"	"Otu167"	21	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	0.0608272506082725	0.0244486822160286	0	0	0	0	0.0109932391579179	0	0.023872045834328	0.0163027802510628	0.00895946959939972	0.0124236830895925
"Otu168"	"Otu168"	21	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Coriobacteriales"	"Coriobacteriaceae"	"Collinsella"	0	0.0195589457728228	0	0.0379847370420249	0.0180001800018	0.00742693750232092	0	0.0105069608615708	0	0.0213190203283129	0.00447973479969986	0.0124236830895925
"Otu169"	"Otu169"	20	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	0.0456204379562044	0	0.23071852340145	0	0	0	0	0	0	0.0250812003862505	0	0.0118320791329452
"Otu170"	"Otu170"	20	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotellaceae_unclassified"	0	0	0.3295978905735	0	0	0	0	0	0	0.0250812003862505	0	0.0118320791329452
