"OTU"	"Size"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"CONTROL5"	"CONTROL6"	"CONTROL7"	"CONTROL8"	"CONTROL9"	"GOS5"	"GOS6"	"GOS7"	"GOS8"	"CONTROL"	"GOS"	"TOTAL"
"Otu029"	"Otu029"	778	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Acidaminococcaceae"	"Acidaminococcus"	0.486741736287686	0.0254151135208404	0.245941957697983	0.290170475154153	0.8731917111951	3.25485336637753	1.7190700988688	0	0.525442477876106	0.374540185040687	1.56415352450765	0.925859470322257
"Otu030"	"Otu030"	754	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Clostridium_XlVa"	0	2.23652998983395	0.29513034923758	0.0544069640914037	0.104261696859116	0.0743494423791822	0	3.71343789741416	0.331858407079646	0.653215917957864	1.18473014480035	0.899543051269169
"Otu031"	"Otu031"	736	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	3.8140210679259	0.0338868180277872	0.0327922610263978	0.308306129851288	2.29375733090056	0	0.0979780885365636	0.00847816871555744	0	1.61408984505629	0.0309733371189634	0.880403837412378
"Otu032"	"Otu032"	722	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0	0.0338868180277872	0	0	0.0130327121073895	0.0165220983064849	0	5.37515896566342	2.21238938053097	0.0111470293166871	1.84807578143148	0.862460824421637
"Otu033"	"Otu033"	694	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Dorea"	0.719215401380312	0.0254151135208404	0.491883915395967	1.86797243380486	1.44663104392024	1.56959933911607	1.16682996348089	0.0678253497244595	0.525442477876106	0.771374428714747	0.898226776449939	0.830163401038302
"Otu034"	"Otu034"	674	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	1.03886669088267	0.262622839715351	1.04935235284473	1.63220892274211	2.29375733090056	1.16480793060719	0.0267212968736083	0.0254345061466723	0.608407079646018	1.12362055512206	0.436207831092068	0.805043182851264
"Otu035"	"Otu035"	634	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Terrisporobacter"	0.486741736287686	3.38868180277872	0.163961305131989	0.398984403336961	0.638602893262088	0.107393638992152	0.062349692705086	0.517168291649004	0.0829646017699115	1.22171441310891	0.216813359832744	0.755998947343238
"Otu036"	"Otu036"	624	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_unclassified"	"Clostridiales_unclassified"	0.355975299673084	0.355811589291765	0.524676176422364	0.562205295611172	1.39450019549068	0.479140850888063	2.19114634363588	0.245866892751166	0.829646017699115	0.581874930331067	0.936943447848644	0.746429340414842
"Otu037"	"Otu037"	613	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Pasteurellaceae_unclassified"	0.0290592081365783	2.18569976279227	0.770618134120348	0.652883569096844	0.56040662061775	0.0660883932259397	0.757103411418901	1.05129292072912	0.138274336283186	0.865009474974919	0.573006736700823	0.72968252829015
"Otu038"	"Otu038"	590	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	0.0217944061024337	0.084717045069468	0.0819806525659944	0.0544069640914037	0.417046787436466	1.84221396117307	2.33365992696179	0.36456125476897	0.165929203539823	0.118158510756883	1.37831350179387	0.702169908371014
"Otu039"	"Otu039"	580	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	0.130766436614602	0.491358861402914	3.08247253648139	0.544069640914037	0.338850514792128	0.784799669558034	0.391912354146255	1.01738024586689	0	0.713409876267975	0.668507859484294	0.692600301442618
"Otu040"	"Otu040"	565	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	1.43116600072648	0.0254151135208404	0.278734218724381	3.13746826260428	0.247621530040401	0.768277571251549	0.400819453104124	0.0169563374311149	0.442477876106195	0.911826998105005	0.402653382546525	0.675853489317926
"Otu041"	"Otu041"	553	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	0.784598619687613	0	1.93474340055747	0.689154878491114	0.0651635605369477	0.0330441966129698	2.34256702591966	0	0.470132743362832	0.599710177237766	0.733035645148801	0.661499078925333
"Otu042"	"Otu042"	544	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"	0.00726480203414457	0.516773974923755	0.14756517461879	0.145085237577077	0.169425257396064	0.0247831474597274	0	3.7643069097075	0.110619469026549	0.205105339427043	1.16408125338771	0.649537070264839
"Otu043"	"Otu043"	501	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	0.159825644751181	1.74517112843104	0.180357435645188	0.997461008342401	0.847126286980321	0.181743081371334	0.204863276030997	0.618906316235693	0.248893805309735	0.800356704938134	0.327801151175696	0.581353620900022
"Otu044"	"Otu044"	489	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	2.07773338176535	0	0	0.0544069640914037	0.338850514792128	0.50392399834779	0.472076244767079	0.440864773208987	0.221238938053097	0.702262846951287	0.44911338822497	0.58494222349817
"Otu045"	"Otu045"	481	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	0.145296040682891	1.4656048797018	0.245941957697983	1.16068190061661	1.02958425648377	0.0826104915324246	0.124699385410172	0.847816871555744	0.0829646017699115	0.782521458031435	0.327801151175696	0.571784013971626
"Otu046"	"Otu046"	470	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae_1"	"Clostridium_sensu_stricto"	0.828187431892481	1.81294476448661	0.213149696671586	0.108813928182807	0.312785090577349	0.140437835605122	0.0178141979157388	0.669775328529038	0.0276548672566372	0.827109575298183	0.255530031231448	0.562214407043231
