"OTU"	"Size"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"CONTROL1"	"CONTROL2"	"CONTROL3"	"CONTROL4"	"GOS1"	"GOS2"	"GOS3"	"GOS4"	"CONTROL"	"GOS"	"TOTAL"
"Otu001"	"Otu001"	43747	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	76.2211367673179	20.6169129821549	29.1591245680434	33.9110001468644	73.5620728929385	59.2374373560883	39.2288459007764	15.5555555555556	38.8012905813084	57.6248139976397	46.620203118173
"Otu002"	"Otu002"	11974	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	4.49230313795145	16.655424051021	21.0904503318523	10.5595535320899	5.45985193621868	9.08167411621292	23.2662192393736	8.2261208576998	14.3768570334858	10.4854020216532	12.7604249922738
"Otu003"	"Otu003"	9309	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	1.90941385435169	25.5534433065555	13.8171246777467	12.8065795270965	0.93251708428246	1.88947582283625	9.46177128569549	14.1910331384016	14.2474343316502	3.8303658474011	9.92039387448448
"Otu004"	"Otu004"	5657	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	1.06571936056838	12.6816704482737	15.2377818002304	3.65692465854017	0.135250569476082	0.230258702424489	1.43439926306093	9.78557504873294	9.54993711150404	1.05957206629381	6.02321046069248
"Otu005"	"Otu005"	3963	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	0.969508584961516	1.95008278653339	0.861170533706324	1.46864444118079	2.5626423690205	13.2398753894081	10.738255033557	4.91228070175439	1.28693559853442	8.35599568987634	4.22328079542185
"Otu006"	"Otu006"	2432	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	4.72172883362937	1.33684920586251	1.89238110909988	2.18828021735938	3.92938496583144	1.9233373967222	3.03987366758784	0.584795321637427	2.46085418983212	2.77592488070193	2.59172820955487
"Otu007"	"Otu007"	2052	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	2.8567199526347	1.06702643036733	1.56327135099556	1.26303421941548	3.125	2.41094406067994	3.52677983945256	2.26120857699805	1.69707796350644	2.87598132279748	2.18677067681192
"Otu008"	"Otu008"	2030	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.843694493783304	1.23873183295517	5.85266853162196	1.55676310765164	0.277619589977221	0.24380333197887	0.434267666798263	16.8810916179337	2.71423102863705	1.38796244035097	2.16332576702154
"Otu009"	"Otu009"	1222	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	1.33214920071048	0.99957073649353	1.32192419505238	0.881186664708474	2.000284738041	1.17161045645402	1.60547440452691	0.0779727095516569	1.17391859129769	1.48288778285187	1.3022581710839
"Otu010"	"Otu010"	1152	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Pasteurellaceae_unclassified"	0.214624037892244	1.6066719813577	1.29449838187702	1.02805110882655	1.52334851936219	1.67953406474333	0.842216081063298	1.13060428849903	1.08824440839242	1.42388013751347	1.22766073084178
"Otu011"	"Otu011"	917	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.229425695677916	0.778806647452015	2.1063024518677	0.176237332941695	0.0427107061503417	0.927807124475146	0.94749309119621	5.76998050682261	1.00986164530888	0.931294576427729	0.977226467171798
"Otu012"	"Otu012"	773	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	0.125814091178212	3.50156374563071	0.15358455378202	1.27772066382729	0.206435079726651	0.0677231477719084	0.144755888932754	0.779727095516569	1.28146703366813	0.17958848581251	0.823768875816576
"Otu013"	"Otu013"	707	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	0.14801657785672	1.63733366039124	0.378476221819977	0.763695109414011	0.569476082004556	0.623052959501558	0.908014212396368	2.26120857699805	0.743724821815928	0.767099389399148	0.753434146445432
"Otu014"	"Otu014"	634	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	0.03700414446418	2.28122892009566	0.043881301080577	0.499339110001469	0.34880410022779	0.297981850196397	0.263192525332281	3.9766081871345	0.763776226325671	0.551593206424137	0.675639673050076
"Otu015"	"Otu015"	583	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	1.82060390763766	1.23259949714846	0.148099391146948	0.132177999706271	0.0640660592255125	0	0.0657981313330701	2.22222222222222	0.880438943473268	0.182154035609831	0.590385455630508
"Otu016"	"Otu016"	457	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	0.051805802249852	0.159440730974428	0.10421809006637	5.63959465413423	0.0427107061503417	0.0609508329947176	0.0394788787998421	0.116959064327485	0.794764760568001	0.0538765457437529	0.487014717009282
"Otu017"	"Otu017"	447	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.59206631142688	0.613233580670878	0.954418298502551	0.411220443530621	0.106776765375854	0.142218610321008	0.13159626266614	0.740740740740741	0.696330592974717	0.166760736825902	0.476357939831836
"Otu018"	"Otu018"	348	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Pasteurellaceae_unclassified"	0.029603315571344	0.104249708714049	0.109703252701443	0.0881186664708474	0.505410022779043	1.51699851009075	0.0789577575996842	0	0.0856741829052662	0.772230488993791	0.370855845775121
"Otu019"	"Otu019"	336	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	0	0.680689274544674	0	1.21897488618006	0.968109339407745	0.00677231477719084	0.0657981313330701	0	0.353633861353652	0.364308071219662	0.358067713162185
"Otu020"	"Otu020"	313	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Moraxella"	0.066607460035524	0.141043723554302	0.389446547090121	0.0293728888236158	0.213553530751708	1.05648110524177	0.289511777865509	0	0.191399770320276	0.533634357842886	0.33355712565406
"Otu021"	"Otu021"	282	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseriaceae_unclassified"	0.051805802249852	0.748144968418471	0.48817947452142	0.0440593332354237	0.0213553530751708	0.270892591087634	0.236873272799053	0	0.402850945150294	0.156498537636616	0.300521116403977
"Otu022"	"Otu022"	231	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.673475429248076	0.0183970074201263	0.510120125061708	0	0.0355922551252847	0.0203169443315725	0.0526385050664561	1.24756335282651	0.340873876665634	0.112884191082149	0.246171552799003
"Otu023"	"Otu023"	198	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	0	0.183970074201263	0.142614228511875	0.0587457776472316	0.0854214123006834	0.453745090071786	0.381629161731807	1.16959064327485	0.109371297325872	0.354045872030376	0.211004188113431
"Otu024"	"Otu024"	193	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.088809946714032	0.619365916477586	0.241347155943174	0.0734322220590395	0.00711845102505695	0.0135446295543817	0.0526385050664561	0.935672514619883	0.295302502779854	0.0795320437169686	0.205675799524708
"Otu025"	"Otu025"	180	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Mitsuokella"	0	0.39860182743607	0	0.323101777059774	0.633542141230068	0	0.0526385050664561	0	0.158588381122514	0.238596131150906	0.191821989194028
"Otu026"	"Otu026"	159	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	0	0.0122646716134175	0.0329109758104328	2.11484799530034	0	0.00677231477719084	0.0789577575996842	0	0.277073953225542	0.017958848581251	0.169442757121391
"Otu027"	"Otu027"	158	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	0.029603315571344	0.0981173729073404	0.0329109758104328	0	0.149487471526196	0.426655830963023	0.171075141465982	1.364522417154	0.0473942288412111	0.338652573246447	0.168377079403647
"Otu028"	"Otu028"	153	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	0	0.0367940148402527	0	1.80643266265237	0.00711845102505695	0.00677231477719084	0.157915515199368	0.389863547758285	0.235148289250624	0.0615731951357176	0.163048690814924
"Otu029"	"Otu029"	138	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.281231497927768	0.0981173729073404	0.137129065876803	0.0146864444118079	0.156605922551253	0.155763239875389	0.171075141465982	0	0.145828396434496	0.148801888244651	0.147063525048755
"Otu030"	"Otu030"	129	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	0	0.0245293432268351	0	0	0.0569476082004556	0.650142218610321	0.223713646532438	0.155945419103314	0.00729141982172479	0.320693724665196	0.137472425589053
"Otu031"	"Otu031"	113	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Subdoligranulum"	0.007400828892836	0.0367940148402527	0.0383961384455049	1.17491555294463	0.0213553530751708	0.00677231477719084	0.0921173838662982	0.311890838206628	0.171348365810532	0.0487454461491098	0.12042158210514
"Otu032"	"Otu032"	100	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Leptotrichia"	0.103611604499704	0.239161096461642	0.235861993308102	0.0440593332354237	0	0	0.013159626266614	0	0.180462640587688	0.00256554979732157	0.10656777177446
"Otu033"	"Otu033"	98	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae_1"	"Clostridium_sensu_stricto"	0.051805802249852	0.122646716134176	0.0987329274312983	0.35247466588339	0.0569476082004556	0.0677231477719084	0.0657981313330701	0.233918128654971	0.125776991924753	0.0744009441223254	0.104436416338971
