"OTU"	"Size"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"CONTROL14"	"CONTROL15"	"CONTROL16"	"CONTROL17"	"CONTROL18"	"GOS13"	"GOS14"	"GOS15"	"GOS16"	"GOS17"	"CONTROL"	"GOS"	"TOTAL"
"Otu051"	"Otu051"	261	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	0.0153491941673062	0.0886524822695035	0.0190985485103132	1.48453608247423	0.61899949469429	0	0.346553715825953	1.20553126108025	0.171753203857841	0.0431685732786531	0.354768349407405	0.500655620455358	0.309387582114855
"Otu052"	"Otu052"	261	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0	0.0147754137115839	0.0190985485103132	0	0.0126326427488631	5.29627687467226	0.115517905275318	1.64283181657015	0.0528471396485665	0.215842866393266	0.0105116547972565	1.02117852743672	0.250052977325705
"Otu053"	"Otu053"	256	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	0	0	0.0190985485103132	0	0	0.10487676979549	0	1.64283181657015	1.41366098559915	0.151090006475286	0.00262791369931411	1.01323161282632	0.0211909302818394
"Otu054"	"Otu054"	255	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	0.0920951650038373	1.41105200945626	0.171886936592819	0.206185567010309	0.492673067205659	0	0	0	0	0	0.670117993325099	0	0.540368722186904
"Otu055"	"Otu055"	245	"Bacteria"	"Proteobacteria"	"Proteobacteria_unclassified"	"Proteobacteria_unclassified"	"Proteobacteria_unclassified"	"Proteobacteria_unclassified"	0	1.80998817966903	0	0	0	0	0	0	0	0	0.643838856331958	0	0.519177791905065
"Otu056"	"Otu056"	225	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Clostridium_XlVa"	0	1.64745862884161	0.0190985485103132	0	0.0126326427488631	0	0	0	0	0	0.591280582345676	0	0.476795931341386
"Otu057"	"Otu057"	222	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Pasteurellaceae_unclassified"	0.12279355333845	0.169917257683215	1.35599694423224	0.0206185567010309	0.202122283981809	0.10487676979549	0.423565652676165	0.035456801796478	0.211388558594266	1.40297863155623	0.31272173021838	0.385425358604522	0.417461326552236
"Otu058"	"Otu058"	220	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae_1"	"Peptococcus"	0.0153491941673062	0.0221631205673759	0.439266615737204	1.23711340206186	0.240020212228398	0	0.308047747400847	1.05188511996218	0.145329634033558	0.129505719835959	0.278558852127296	0.452974132792943	0.254291163382072
"Otu059"	"Otu059"	213	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0.0460475825019186	0.214243498817967	0.229182582123759	1.07216494845361	1.46538655886812	0	0.0385059684251059	0	0	0	0.557117704254592	0.00397345730520126	0.451366815003179
"Otu060"	"Otu060"	203	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Intestinimonas"	0.0306983883346124	0.554078014184397	0.248281130634072	0.45360824742268	0.644264780192016	0	0.269541778975741	0	0.435988902100674	0	0.428349932988201	0.15893829220805	0.360245814791269
"Otu061"	"Otu061"	192	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	0.0153491941673062	0.229018912529551	0.114591291061879	0.577319587628866	0.265285497726124	0.262191924488726	2.57989988448209	0.0945514714572745	0.211388558594266	0.194258579753939	0.228628491840328	0.417213017046132	0.356007628734901
"Otu062"	"Otu062"	192	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Ruminococcus2"	0.199539524174981	0.0443262411347518	0.267379679144385	0.65979381443299	1.23799898938858	0.314630309386471	0.0770119368502118	0.0118189339321593	0.105694279297133	0.259011439671919	0.428349932988201	0.115230261850836	0.387794024157661
"Otu063"	"Otu063"	190	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	0.168841135840368	0.945626477541371	0.190985485103132	0	0.517938352703386	0	0	0	0	0	0.499303602869682	0	0.402627675354948
"Otu064"	"Otu064"	190	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Intestinimonas"	0	0.938238770685579	0.324675324675325	0.0412371134020619	0.480040424456796	0	0.231035810550635	0	0	0	0.483536120673797	0.0238407438312075	0.402627675354948
