VAC1	VAC2	VAC3	VAC4	CAC1	CAC2	CAC3	CAC4	GCVC1	GCVC2	GCVC3	GCVC4	GCCC1	GCCC2	GCCC3	GCCC4	GCMVC1	GCMVC2	GCMVC3	GCMVC4	GCMCC1	GCMCC2	GCMCC3	GCMCC4	VAG1	VAG2	VAG3	VAG4	CAG1	CAG2	CAG3	CAG4	GCVCG1	GCVCG2	GCVCG3	GCVCG4	GCCG1	GCCG2	GCCG3	GCCG4	GCMVG1	GCMVG2	GCMV3	GCMV4	GCMCG1	GCMCG2	GCMCG3	GCMCG4
25657.54231	21595.10411	30714.82651	26331.58507	5482.38486	11652.26969	9051.466483	10030.59243	17	17	20	15	11	21	22	15	0.662573204	0.787215469	0.651151326	0.569658073	2.006426087	1.802223992	2.430545375	1.495425131	11283.03973	29283.4967	35125.77904	20409.31266	2506.505613	13757.52644	16420.2189	12013.09301	7	13	20	12	5	24	24	28	0.620400191	0.443936055	0.569382389	0.587966885	1.994809018	1.744499645	1.461612671	2.330790245
	24442.51778		28179.02683		14000.26073		15741.02215		15		7		25		14		0.613684733		0.248411701		1.78568103		0.889395865				40942.92039				12939.15				7				46				0.170969729				3.55510215
	15885.90532		59826.317		10784.62689		14456.12676		15		11		13		32		0.944233249		0.183865572		1.205419542		2.213594314				30360.52843				31080.87276				18				80				0.592875056				2.573930295
	23094.84087		48216.13603		14978.33564		17177.36329		11		14		30		23		0.476296852		0.290359227		2.002892759		1.338971506				44478.4766				23700.47629				47				48				1.056690867				2.025275754
	38061.12519		26751.41329		10102.84994		12001.01172		11		7		17		20		0.289008797		0.261668418		1.682693508		1.666526161				26727.64463				15827.40334				25				42				0.935361134				2.653625431
	37976.15793		20305.26008		13759.42839		25151.44275		15		3		15		23		0.394984665		0.147744968		1.090161566		0.914460464				42051.21305				18444.17702				23				49				0.546952117				2.656665025
	36590.59746		36621.75505		13138.88711		17518.09612		10		9		25		12		0.273294253		0.245755562		1.902748672		0.685005946				43697.55569				12009.42848				15				50				0.343268628				4.163395459
	23849.16195		42834.31193		13309.54122		15411.91028		20		6		36		15		0.838603891		0.140074621		2.704826515		0.973273249				50397.03796				10836.61858				26				28				0.515903336				2.583831828
	10128.90406		9628.608317		12560.27014		7874.214623		11		4		27		7		1.086001006		0.415428675		2.149635295		0.888977547				63104.43592				9103.128338				26				23				0.412015409				2.526603948
	12187.35678		32682.47345		7006.884297		16791.36832		9		10		14		21		0.738470217		0.305974394		1.998034991		1.250642568				31008.16585				14335.69575				12				46				0.386994834				3.208773457
	22295.14779		26286.22166		16739.55813		19325.97204		12		9		36		15		0.538233705		0.342384696		2.150594401		0.776157596				55113.1636				12170.9918				20				37				0.362889711				3.040015195
