Group	VAC	VHC	VWC	CAC	CDC	CWC	VCRC	VAG	VHG	VWG	CAG	CDG	CWG	VCRG
Trial4	40676.35562	351.480058	116.795554	11817.35136	335.059295	31.094164	1.049008528	48941.54351	286.244551	169.1222	10201.75503	226.90635	49.45342	1.261509654
Trial4	42397.46531	297.791968	137.13605	16317.98246	342.768006	54.629043	0.868785776	30351.47687	207.414507	141.759982	10763.56481	210.701837	64.345797	0.98439819
Trial4	57640.04107	381.665199	168.513054	15970.29022	342.321572	34.786644	1.114931778	25906.46803	275.67287	101.185108	9173.568251	183.791403	52.629496	1.499922551
Trial4	38834.17608	359.386635	114.172539	9951.892343	326.62672	33.600212	1.100297719	16451.96479	232.755807	89.248442	8907.717222	219.056091	46.853098	1.062539763
Trial4	43446.86798	328.84342	139.964219	11329.58583	119.931134	45.726376	2.741935384	25616.73355	244.142861	112.40802	11343.37414	249.650235	46.725724	0.97793964
Trial4	23935.11715	280.10264	85.755732	17232.41737	380.190432	41.198571	0.736743001	19767.18099	213.534429	109.908	10396.91621	284.768809	45.186647	0.749851888
Trial4	25490.38235	184.442382	174.000098	9021.985685	323.16357	20.871233	0.53842733	55316.1794	459.806787	122.483731	17439.72874	335.815948	57.832566	1.369222605
Trial4	23668.33332	184.09292	125.273875	13561.94529	265.488438	50.913158	0.471861886	37710.66368	381.043692	108.443027	20057.9723	326.242432	55.375516	1.167977107
Trial4	13628.00687	174.960101	80.912737	15457.65119	277.920868	56.476158	0.291135882	47434.7794	467.782459	103.442124	15326.10437	313.421103	60.458784	1.492504667
Trial4	33196.18844	196.236013	180.906313	14419.37634	263.835262	56.729502	0.685679055	41847.56453	373.879755	110.213575	20948.18773	468.907424	40.358296	0.797342366
Trial4	27976.58227	231.989433	119.193799	17980.6496	329.089579	52.300385	0.362192566	67516.04156	428.547443	161.603682	15596.2842	262.258924	69.227167	1.634062386
Trial4	22722.17656	223.806116	102.268354	17280.24734	350.002103	48.713079	0.292193541	18694.16769	174.319537	110.892733	10461.61513	268.825237	43.704224	0.648449301
Trial4	19711.4372	214.849883	92.54453	12532.26463	316.346434	42.104527	0.29254172	39243.60379	351.904055	133.508502	20558.7983	366.359846	57.594514	0.960542098
Trial4	13784.31018	166.329044	97.432395	9768.138038	188.103788	62.093687	0.517971467	44549.01805	362.389444	125.585452	10643.52651	181.748505	57.791832	1.993906052
Trial4	17192.60222	148.907314	133.378778	15163.86754	330.649855	47.939343	0.403383749	39397.60847	342.774025	128.128881	17776.52405	358.726864	49.932296	0.955529288
Trial4	14866.44395	187.996707	82.16293	11961.80108	318.123201	34.468146	0.258273932	43551.8781	630.361109	82.094348	14113.55379	372.321596	40.923584	1.693055455
Trial4	33746.93071	261.927787	162.649667	18755.85845	332.88433	49.405591	0.786843247	39846.42077	271.948016	168.871152	15358.99564	294.329206	59.112351	0.923958651
Trial4	16242.97929	136.373214	121.857529	7483.07911	198.296919	45.409439	0.687722304	26597.0611	216.296866	136.853202	13079.0117	322.611032	44.249907	0.670457128
Trial4	31156.90961	185.67039	189.422163	13147.56286	346.068461	31.138	0.536513467	35049.88093	348.028346	116.960984	11359.92658	272.034118	40.038546	1.279355503
Trial4	27966.84585	198.938562	155.854637	16176.56174	410.665165	38.781738	0.484430088	25426.81334	199.736912	148.110916	11779.06318	290.074223	40.009343	0.688571738
Trial4	31723.7124	216.479711	149.792903	13694.12004	233.866071	53.040042	0.925656766	52918.21869	324.140284	169.766803	7828.445158	202.992297	51.093901	1.59681076
Trial4	33673.48564	257.364847	128.738922	17034.55736	390.550801	62.861545	0.658979181	33244.82925	340.67361	101.165152	10803.306	268.927121	54.491508	1.266787852
Trial4	43286.62727	353.957926	122.880579	17745.48562	337.950683	68.882636	1.047365618	50892.02089	418.461682	114.063569	11183.4629	229.940864	57.623143	1.819866529
Trial4	21571.59639	177.820226	127.816305	14177.67574	236.991309	60.946551	0.750323827	40182.46532	347.866405	116.324056	12689.23864	318.658702	52.499751	1.091658263
Trial4	28205.68307	246.593341	124.71218	14939.33541	251.859834	53.539622	0.979089588	37324.8215	288.25879	143.569486	13474.21511	257.928045	63.011663	1.117593824
Trial4	24703.76482	203.641678	143.954755	18375.34515	344.654575	68.898205	0.590857319	43879.46875	342.926015	130.353465	7739.1805	201.399033	39.841375	1.702719273
Trial4	15972.87021	203.064738	78.440286	13637.74116	308.757346	46.1623	0.657683908	50866.35948	310.489636	167.753264	15151.25989	322.808966	52.258061	0.961837089
Trial4	31135.92661	389.402362	77.518699	15885.97425	219.622059	66.069422	1.773056695	52586.18392	328.562969	172.362937	12082.48444	292.718271	52.048804	1.122454597
